observation_id,metric_id,firm_network,entity_id,entity_name,entity_scope,jurisdiction,geography_original,geography_canonical,service_line_original,service_line_canonical,industry_original,industry_canonical,client_id,period_start,period_end,fiscal_year_label,calendar_year,as_of_date,value_original_text,value_numeric,value_low,value_high,unit_original,unit_canonical,scale_original,currency_original,value_in_original_currency,value_usd_nominal,value_usd_constant_price,fx_rate_used,fx_rate_type,inflation_index_used,observation_status,reported_calculated_proxy_or_estimate,definition_from_source,formula_or_transformation,numerator_observation_ids,denominator_observation_ids,sample_size,population_size,source_id,source_locator,source_excerpt,extraction_method,comparability_score,confidence_score,quality_flag,revision_flag,supersedes_observation_id,researcher_notes
obs_del_0066,global_people_total,Deloitte,ent_del_global,Deloitte organization,global_network,Global,,,,,,,,2022-06-01,2023-05-31,FY2023,2023,2023-05-31,"456,830",456830,,,people,count,units,,,,,,,,reported,reported,Total people across the Deloitte organization at the end of the reporting period.,,,,,,src_del_metrics_2025,"PDF p.7, People comparative table","FY2023 people: 456,830",manual_source_extraction,5,5,later_comparative_revision,true,obs_del_0063,Later comparative disclosure; differs from the original FY2023 report by four people.
obs_del_0064,global_people_total,Deloitte,ent_del_global,Deloitte organization,global_network,Global,,,,,,,,2023-06-01,2024-05-31,FY2024,2024,2024-05-31,"460,300",460300,,,people,count,units,,,,,,,,reported,reported,Total people/workforce across the Deloitte organization at the end of the reporting period.,,,,,,src_del_metrics_2025,"PDF p.7, People","People: 460,300",manual_source_extraction,5,5,,false,,
obs_del_0065,global_people_total,Deloitte,ent_del_global,Deloitte organization,global_network,Global,,,,,,,,2024-06-01,2025-05-31,FY2025,2025,2025-05-31,"473,050",473050,,,people,count,units,,,,,,,,reported,reported,Total people/workforce across the Deloitte organization at the end of the reporting period.,,,,,,src_del_metrics_2025,"PDF p.7, People","People: 473,050",manual_source_extraction,5,5,,false,,
obs_pwc_0066,global_people_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2009-07-01,2010-06-30,FY2010,2010,2010-06-30,"161,718",161718,,,people,count,units,,,,,,,,reported,reported,PwC global network people/headcount at fiscal year-end.,,,,,,src_pwc_gar2010,"PDF p. 46, Figure 8","Total: 161,718.",manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0067,global_people_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2010-07-01,2011-06-30,FY2011,2011,2011-06-30,"168,710",168710,,,people,count,units,,,,,,,,reported,reported,PwC global network people/headcount at fiscal year-end.,,,,,,src_pwc_gar2011,"PDF p. 46, Figure 7","Total: 168,710.",manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0068,global_people_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2011-07-01,2012-06-30,FY2012,2012,2012-06-30,"180,529",180529,,,people,count,units,,,,,,,,reported,reported,PwC global network people/headcount at fiscal year-end.,,,,,,src_pwc_gar2014,"PDF p. 31, Figure 11 comparative table","FY12 total: 180,529.",manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0069,global_people_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2012-07-01,2013-06-30,FY2013,2013,2013-06-30,"184,235",184235,,,people,count,units,,,,,,,,reported,reported,PwC global network people/headcount at fiscal year-end.,,,,,,src_pwc_gar2014,"PDF p. 31, Figure 11 comparative table","FY13 total: 184,235.",manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0070,global_people_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2013-07-01,2014-06-30,FY2014,2014,2014-06-30,"195,433",195433,,,people,count,units,,,,,,,,reported,reported,PwC global network people/headcount at fiscal year-end.,,,,,,src_pwc_gar2014,"PDF p. 31, Figure 11","FY14 total: 195,433.",manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0071,global_people_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2014-07-01,2015-06-30,FY2015,2015,2015-06-30,"208,109",208109,,,people,count,units,,,,,,,,reported,reported,PwC global network people/headcount at fiscal year-end.,,,,,,src_pwc_gar2015,"PDF p. 30, Figure 10","FY15 total: 208,109.",manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0072,global_people_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2015-07-01,2016-06-30,FY2016,2016,2016-06-30,"223,468",223468,,,people,count,units,,,,,,,,reported,reported,PwC global network people/headcount at fiscal year-end.,,,,,,src_pwc_gar2016,"PDF p. 10, Figure 1","FY16 total: 223,468.",manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0073,global_people_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2016-07-01,2017-06-30,FY2017,2017,2017-06-30,"236,235",236235,,,people,count,units,,,,,,,,reported,reported,PwC global network people/headcount at fiscal year-end.,,,,,,src_pwc_rev2017,"PDF p. 3, People","Global headcount: 236,235.",manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0074,global_people_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2017-07-01,2018-06-30,FY2018,2018,2018-06-30,"250,930",250930,,,people,count,units,,,,,,,,reported,reported,PwC global network people/headcount at fiscal year-end.,,,,,,src_pwc_gar2018,"Webpage summary, Employees of PwC","PwC employees: 250,930.",manual_html_transcription,3,4,official_reported,false,,
obs_pwc_0075,global_people_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2018-07-01,2019-06-30,FY2019,2019,2019-06-30,"276,005",276005,,,people,count,units,,,,,,,,reported,reported,PwC global network people/headcount at fiscal year-end.,,,,,,src_pwc_rev2019,People and developing talent,"Headcount: 276,005 people.",manual_html_transcription,3,4,official_reported,false,,
obs_pwc_0076,global_people_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2019-07-01,2020-06-30,FY2020,2020,2020-06-30,"284,258",284258,,,people,count,units,,,,,,,,reported,reported,PwC global network people/headcount at fiscal year-end.,,,,,,src_pwc_gar2020,"PDF p. 5, Increasing transparency","PwC firms' headcount at 30 June 2020: 284,258.",manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0077,global_people_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2020-07-01,2021-06-30,FY2021,2021,2021-06-30,"295,371",295371,,,people,count,units,,,,,,,,reported,reported,PwC global network people/headcount at fiscal year-end.,,,,,,src_pwc_gar2021,"PDF p. 92, People","Total: 295,371.",manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0078,global_people_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2021-07-01,2022-06-30,FY2022,2022,2022-06-30,"327,947",327947,,,people,count,units,,,,,,,,reported,reported,PwC global network people/headcount at fiscal year-end.,,,,,,src_pwc_gar2022,"PDF p. 9, PwC at a glance","Total headcount: 327,947.",manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0079,global_people_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2022-07-01,2023-06-30,FY2023,2023,2023-06-30,"364,232",364232,,,people,count,units,,,,,,,,reported,reported,PwC global network people/headcount at fiscal year-end.,,,,,,src_pwc_gar2023,"PDF p. 15, Our people","Total headcount at end of FY23: 364,232.",manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0080,global_people_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2023-07-01,2024-06-30,FY2024,2024,2024-06-30,"370,393",370393,,,people,count,units,,,,,,,,reported,reported,PwC global network people/headcount at fiscal year-end.,,,,,,src_pwc_gar2024,"PDF p. 12, Our People","Total headcount at end of FY24: 370,393.",manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0081,global_people_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2024-07-01,2025-06-30,FY2025,2025,2025-06-30,"364,782",364782,,,people,count,units,,,,,,,,reported,reported,PwC global network people/headcount at fiscal year-end.,,,,,,src_pwc_gar2025,"PDF p. 7, Our people","People in our global network: 364,782.",manual_pdf_table_transcription,3,4,official_reported,false,,
obs_ey_people_total_fy10,global_people_total,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,2009-07-01,2010-06-30,FY2010,2010,2010-06-30,"140,964",140964,,,people,people,ones,,,,,,,,reported,reported,Total EY people at the end of June.,,,,,,src_ey_fy11_archive,"PDF pp.43-45 (printed pp.41-43), Facts and figures tables","Total people | 140,964",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_people_total_fy11,global_people_total,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,2010-07-01,2011-06-30,FY2011,2011,2011-06-30,"151,841",151841,,,people,people,ones,,,,,,,,reported,reported,Total EY people at the end of June.,,,,,,src_ey_fy11_archive,"PDF pp.43-45 (printed pp.41-43), Facts and figures tables","Total people | 151,841",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_people_total_fy12,global_people_total,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,2011-07-01,2012-06-30,FY2012,2012,2012-06-30,"167,225",167225,,,people,people,ones,,,,,,,,reported,reported,Total EY people at the end of June.,,,,,,src_ey_fy12_archive,Facts and figures: Financial highlights and People tables,"Total people | 167,225",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_people_total_fy13,global_people_total,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,2012-07-01,2013-06-30,FY2013,2013,2013-06-30,"174,808",174808,,,people,people,ones,,,,,,,,reported,reported,Total EY people at the end of June.,,,,,,src_ey_fy13,FY13 financial information and headcount tables; basis note,"Total people | 174,808",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_people_total_fy14,global_people_total,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,2013-07-01,2014-06-30,FY2014,2014,2014-06-30,"188,292",188292,,,people,people,ones,,,,,,,,reported,reported,Total EY people at the end of June.,,,,,,src_ey_fy14,FY14 financial information and headcount tables; basis note,"Total people | 188,292",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_people_total_fy15,global_people_total,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,2014-07-01,2015-06-30,FY2015,2015,2015-06-30,"211,450",211450,,,people,people,ones,,,,,,,,reported,reported,Total EY people at the end of June.,,,,,,src_ey_fy15,FY15 financial information and headcount tables; basis note,"Total people | 211,450",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_people_total_fy16,global_people_total,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,2015-07-01,2016-06-30,FY2016,2016,2016-06-30,"230,800",230800,,,people,people,ones,,,,,,,,reported,reported,Total EY people at the end of June.,,,,,,src_ey_fy16,EY FY16 global revenues and headcount tables; basis note,"Total people | 230,800",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_people_total_fy17,global_people_total,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,2016-07-01,2017-06-30,FY2017,2017,2017-06-30,"247,570",247570,,,people,people,ones,,,,,,,,reported,reported,Total EY people at the end of June.,,,,,,src_ey_fy17,"EY revenues by service line, geographic area and headcount tables; basis note","Total people | 247,570",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_people_total_fy18,global_people_total,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,2017-07-01,2018-06-30,FY2018,2018,2018-06-30,"261,559",261559,,,people,people,ones,,,,,,,,reported,reported,Total EY people at the end of June.,,,,,,src_ey_fy18,"EY revenues by service line, geographic area and headcount tables; basis note","Total people | 261,559",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_people_total_fy19,global_people_total,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,2018-07-01,2019-06-30,FY2019,2019,2019-06-30,"284,018",284018,,,people,people,ones,,,,,,,,reported,reported,Total EY people at the end of June.,,,,,,src_ey_fy19,"EY revenues by service line, geographic area and headcount tables; basis note","Total people | 284,018",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_people_total_fy20,global_people_total,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,2019-07-01,2020-06-30,FY2020,2020,2020-06-30,"298,965",298965,,,people,people,ones,,,,,,,,reported,reported,Total EY people at the end of June.,,,,,,src_ey_fy20,EY FY20 June YTD Global revenues and headcount tables; Basis of presentation,"Total people | 298,965",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_people_total_fy21,global_people_total,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,2020-07-01,2021-06-30,FY2021,2021,2021-06-30,"312,250",312250,,,people,people,ones,,,,,,,,reported,reported,Total EY people at the end of June.,,,,,,src_ey_fy21,EY FY21 June YTD Global revenues and headcount tables; Basis of presentation,"Total people | 312,250",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_people_total_fy22,global_people_total,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,2021-07-01,2022-06-30,FY2022,2022,2022-06-30,"365,399",365399,,,people,people,ones,,,,,,,,reported,reported,Total EY people at the end of June.,,,,,,src_ey_fy22,EY FY22 June YTD Global revenues and headcount tables; Basis of presentation,"Total people | 365,399",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_people_total_fy23,global_people_total,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,2022-07-01,2023-06-30,FY2023,2023,2023-06-30,"395,442",395442,,,people,people,ones,,,,,,,,reported,reported,Total EY people at the end of June.,,,,,,src_ey_fy23,EY FY23 June YTD Global revenues and headcount tables; Basis of presentation,"Total people | 395,442",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_people_total_fy24_updated_fy25,global_people_total,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,2023-07-01,2024-06-30,FY2024,2024,2024-06-30,"393,025",393025,,,people,people,ones,,,,,,,,reported,reported,Updated FY24 total EY people comparator at the end of June.,,,,,,src_ey_fy25,EY FY25 June YTD Global revenues and headcount tables; Basis of presentation,"FY24 comparator total people | 393,025",manual_web_or_pdf_transcription,5,5,verified_official,true,obs_ey_people_total_fy24_original,The FY25 source describes the 30-person variance from the originally published FY24 service-line data as immaterial and attributable to practice recording and timing.
obs_ey_people_total_fy25,global_people_total,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,2024-07-01,2025-06-30,FY2025,2025,2025-06-30,"406,209",406209,,,people,people,ones,,,,,,,,reported,reported,Total EY people at the end of June.,,,,,,src_ey_fy25,EY FY25 June YTD Global revenues and headcount tables; Basis of presentation,"Total people | 406,209",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_kpmg_0038,global_people_total,KPMG,ent_kpmg_global,KPMG global organization,global_network,Global,,,,,,,,2011-10-01,2012-09-30,FY2012,2012,,152390,152390,,,people,people,,,,,,,,,reported,reported,Source table total people; timing basis not explicit in the cited table.,,,,,,src_kpmg_ar2013,"PDF p.29, People table",FY12 total 152390,manual_web_text,3,4,,false,,
obs_kpmg_0039,global_people_total,KPMG,ent_kpmg_global,KPMG global organization,global_network,Global,,,,,,,,2012-10-01,2013-09-30,FY2013,2013,,155180,155180,,,people,people,,,,,,,,,reported,reported,Source table total people; timing basis not explicit in the cited table.,,,,,,src_kpmg_ar2013,"PDF p.29, People table",FY13 total 155180,manual_web_text,3,4,,false,,
obs_kpmg_0040,global_people_total,KPMG,ent_kpmg_global,KPMG global organization,global_network,Global,,,,,,,,2013-10-01,2014-09-30,FY2014,2014,,162031,162031,,,people,people,,,,,,,,,reported,reported,Average FTE during the fiscal year.,,,,,,src_kpmg_ar2014,"PDF p.38, People table",FY14 total 162031,manual_web_text,3,4,,false,,
obs_kpmg_0041,global_people_total,KPMG,ent_kpmg_global,KPMG global organization,global_network,Global,,,,,,,,2014-10-01,2015-09-30,FY2015,2015,,173965,173965,,,people,people,,,,,,,,,reported,reported,Average FTE during the fiscal year.,,,,,,src_kpmg_ar2015,"PDF p.37 and p.40, People",FY15 total 173965,visual_pdf_table,3,4,,false,,
obs_kpmg_0042,global_people_total,KPMG,ent_kpmg_global,KPMG global organization,global_network,Global,,,,,,,,2015-10-01,2016-09-30,FY2016,2016,,188982,188982,,,people,people,,,,,,,,,reported,reported,Average FTE during the fiscal year.,,,,,,src_kpmg_ar2016,"PDF p.39, People",188982 people worldwide,manual_web_text,3,4,,false,,
obs_kpmg_0043,global_people_total,KPMG,ent_kpmg_global,KPMG global organization,global_network,Global,,,,,,,,2016-10-01,2017-09-30,FY2017,2017,,197263,197263,,,people,people,,,,,,,,,reported,reported,Average FTE during the fiscal year.,,,,,,src_kpmg_ar2017,"PDF p.40 and p.43, People",197263 people,manual_web_text,3,4,,false,,
obs_kpmg_0044,global_people_total,KPMG,ent_kpmg_global,KPMG global organization,global_network,Global,,,,,,,,2017-10-01,2018-09-30,FY2018,2018,,"207,000",207000,,,people,people,,,,,,,,,reported,reported,Average FTE during the fiscal year; value is rounded as published.,,,,,,src_kpmg_fy18,"PDF p.1-p.2, workforce highlights",record-high of 207000 people,manual_web_text,3,4,,false,,
obs_kpmg_0045,global_people_total,KPMG,ent_kpmg_global,KPMG global organization,global_network,Global,,,,,,,,2018-10-01,2019-09-30,FY2019,2019,,219281,219281,,,people,people,,,,,,,,,reported,reported,Source-described global people count; report should be rechecked for average/period-end timing.,,,,,,src_kpmg_ar2019,"PDF p.49, FY19 summary",People 219281,official_search_index,3,4,verify_pdf_on_refresh,false,,
obs_kpmg_0046,global_people_total,KPMG,ent_kpmg_global,KPMG global organization,global_network,Global,,,,,,,,2019-10-01,2020-09-30,FY2020,2020,,226882,226882,,,people,people,,,,,,,,,reported,reported,Average FTE during FY2020.,,,,,,src_kpmg_fy21,"Notes to editors, comparative average FTE",226882 reported in FY20,manual_web_text,3,4,,false,,
obs_kpmg_0047,global_people_total,KPMG,ent_kpmg_global,KPMG global organization,global_network,Global,,,,,,,,2020-10-01,2021-09-30,FY2021,2021,,230477,230477,,,people,people,,,,,,,,,reported,reported,Average FTE during FY2021.,,,,,,src_kpmg_fy21,Notes to editors,average FTE for FY21 was 230477,manual_web_text,3,4,average_fte,false,,
obs_kpmg_0048,global_people_total,KPMG,ent_kpmg_global,KPMG global organization,global_network,Global,,,,,,,,2020-10-01,2021-09-30,FY2021,2021,2021-09-30,"more than 236,000",,236000,,people,people,,,,,,,,,reported,reported,Period-end partners and employees as of 30 September 2021; source provides only a lower-bound rounded value.,,,,,,src_kpmg_fy21,Our people define who we are,more than 236000 partners and employees,manual_web_text,3,4,lower_bound,false,,
obs_kpmg_0049,global_people_total,KPMG,ent_kpmg_global,KPMG global organization,global_network,Global,,,,,,,,2021-10-01,2022-09-30,FY2022,2022,2022-09-30,265646,265646,,,people,people,,,,,,,,,reported,reported,Partners and staff employed as of 30 September 2022.,,,,,,src_kpmg_fy23,"Headcount table, FY22 comparative",FY22 total 265646,manual_web_text,3,4,,false,,
obs_kpmg_0050,global_people_total,KPMG,ent_kpmg_global,KPMG global organization,global_network,Global,,,,,,,,2022-10-01,2023-09-30,FY2023,2023,2023-09-30,273424,273424,,,people,people,,,,,,,,,reported,reported,Partners and staff employed as of 30 September 2023.,,,,,,src_kpmg_fy23,Headcount table,FY23 total 273424,manual_web_text,3,4,,false,,
obs_kpmg_0052,global_people_total,KPMG,ent_kpmg_global,KPMG global organization,global_network,Global,,,,,,,,2023-10-01,2024-09-30,FY2024,2024,2024-09-30,271230,271230,,,people,people,,,,,,,,,reported,reported,FY24 headcount restated on a continuing-operations basis.,,,,,,src_kpmg_fy25,Embedded Headcount Region table,FY24 total 271230,embedded_infogram_json,3,4,,true,obs_kpmg_0051,
obs_kpmg_0053,global_people_total,KPMG,ent_kpmg_global,KPMG global organization,global_network,Global,,,,,,,,2024-10-01,2025-09-30,FY2025,2025,2025-09-30,276030,276030,,,people,people,,,,,,,,,reported,reported,Partners and staff employed as of 30 September 2025.,,,,,,src_kpmg_fy25,Talent section and embedded headcount tables,FY25 total 276030,embedded_infogram_json,3,4,,false,,
