source_id,source_title,publisher,publisher_type,document_type,url,archived_url,publication_date,filing_date,reporting_period_start,reporting_period_end,access_date,language,official_source_flag,audited_flag,primary_or_secondary,source_grade,paywall_flag,local_filename_if_saved,notes
src_ey_fy19,EY reports record global revenues of US$36.4b in 2019,EY (distributed by PR Newswire),professional_services_firm,global_revenue_release,https://www.prnewswire.com/news-releases/ey-reports-record-global-revenues-of-us36-4b-in-2019--300911944.html,,2019-09-05,,2018-07-01,2019-06-30,2026-07-18,en,true,false,primary,B,false,,"EY-supplied official release distributed by PR Newswire; exact service-line, area, and headcount tables."
src_ey_fy20,EY reports global revenues of US$37.2b in 2020,EY,professional_services_firm,global_revenue_release,https://www.ey.com/en_nz/newsroom/2020/09/ey-reports-global-revenues-of-us-37-2b-in-2020,,2020-09-10,,2019-07-01,2020-06-30,2026-07-18,en,true,false,primary,B,false,,"Official FY20 tables. From FY20, Japan is included in Asia-Pacific rather than reported as a separate area."
src_ey_fy21,EY reports global revenues of US$40b in 2021 and outlines record US$10b investment plan over next three years,EY,professional_services_firm,global_revenue_release,https://www.ey.com/en_us/newsroom/2021/09/ey-reports-global-revenues-of-us-40b-in-2021-and-outlines-record-us-10b-investment-plan-over-next-three-years,,2021-09-09,,2020-07-01,2021-06-30,2026-07-18,en,true,false,primary,B,false,,Official FY21 tables. FY20 Consulting and Strategy and Transactions comparators reflect a US$92m reclassification under the FY21 service-line structure.
src_ey_fy22,"EY achieves highest growth in nearly two decades, reports record global revenue of US$45.4b",EY,professional_services_firm,global_revenue_release,https://www.ey.com/en_gl/newsroom/2022/09/ey-achieves-highest-growth-in-nearly-two-decades-reports-record-global-revenue-of-us-45-4b,,2022-09-21,,2021-07-01,2022-06-30,2026-07-18,en,true,false,primary,B,false,,Official FY22 combined global revenue and headcount tables as originally released.
src_ey_fy23,EY reports record global revenue results of just under US$50b,EY,professional_services_firm,global_revenue_release,https://www.ey.com/en_sg/newsroom/2023/09/ey-reports-record-global-revenue-results-of-just-under-us-50b,,2023-09-13,,2022-07-01,2023-06-30,2026-07-18,en,true,false,primary,B,false,,Official FY23 tables. FY22 revenue comparator was reduced by US$255m to exclude units no longer part of EY operations; FY22 headcount was not restated.
src_ey_fy24,EY reports global revenue of US$51.2b for fiscal year 2024,EY,professional_services_firm,global_revenue_release,https://www.ey.com/en_gl/newsroom/2024/10/ey-reports-global-revenue-of-51-point-2-billion-us-dollars-for-fiscal-year-2024,,2024-10-17,,2023-07-01,2024-06-30,2026-07-18,en,true,false,primary,B,false,,Official FY24 combined global revenue and headcount tables.
src_ey_fy25,EY announces global revenue of US$53.2b for fiscal year 2025,EY,professional_services_firm,global_revenue_release,https://www.ey.com/en_gl/newsroom/2025/10/ey-announces-global-revenue-of-us-53-2b-for-fiscal-year-2025,,2025-10-15,,2024-07-01,2025-06-30,2026-07-18,en,true,false,primary,B,false,,Official FY25 combined global revenue and headcount tables; includes FY24 comparators and an immaterial FY24 headcount variance note.
src_ey_legal_current,Legal statement,EY,professional_services_firm,legal_webpage,https://www.ey.com/en_uk/legal-and-privacy/legal-statement,,,,,,2026-07-18,en,true,false,primary,B,false,,"Current official legal statement; identifies the Americas, EMEIA, and Asia-Pacific areas and explains separate legal entities."
src_ey_member_affiliates_2026,EY Member Firms and Affiliates List as on 8 June 2026 - ICAEW Audit Regulation 2.12,EY,professional_services_firm,regulatory_entity_list_pdf,https://www.ey.com/content/dam/ey-unified-site/ey-com/en-uk/legal-and-privacy/documents/ey-member-firms-and-affiliates-list-as-on-8-june.pdf,,2026-06-08,,,,2026-07-18,en,true,false,primary,B,false,,Official 18-page list. Consecutive serial numbering ends at 525; total includes both member firms and affiliates and is not a member-firm-only count.
src_ey_network_current,EY Network,EY,professional_services_firm,governance_webpage,https://www.ey.com/en_gl/about-us/governance/ey-network,,,,,,2026-07-18,en,true,false,primary,B,false,,"Current official governance description of the global organization, its member firms, and EYG coordinating role."
src_kpmg_ar2011,KPMG 2011 International Annual Review,KPMG International,firm,annual_review,https://assets.kpmg.com/content/dam/kpmg/pdf/2012/01/kpmg-international-annual-review-2011.pdf,,,,2010-10-01,2011-09-30,2026-07-18,en,true,false,primary,B,false,,Official annual review; exact publication day not printed in extracted metadata.
src_kpmg_ar2013,International Annual Review 2013,KPMG International,firm,annual_review,https://assets.kpmg.com/content/dam/kpmg/pdf/2013/12/international-annual-review-2013.pdf,,,,2012-10-01,2013-09-30,2026-07-18,en,true,false,primary,B,false,,Official annual review containing FY12 and FY13 comparative tables.
src_kpmg_ar2014,2014 KPMG International Annual Review,KPMG International,firm,annual_review,https://assets.kpmg.com/content/dam/kpmg/pdf/2014/12/international-annual-review-2014.pdf,,,,2013-10-01,2014-09-30,2026-07-18,en,true,false,primary,B,false,,Official annual review containing FY13 and FY14 comparative tables.
src_kpmg_ar2015,2015 KPMG International Annual Review,KPMG International,firm,annual_review,https://assets.kpmg.com/content/dam/kpmg/pdf/2015/12/international-annual-review-2015.pdf,,,,2014-10-01,2015-09-30,2026-07-18,en,true,false,primary,B,false,,Official annual review; financial pages visually inspected because the text layer omits positioned chart labels.
src_kpmg_ar2016,2016 KPMG International Annual Review,KPMG International,firm,annual_review,https://assets.kpmg.com/content/dam/kpmg/iar/international-annual-review-2016.pdf,,,,2015-10-01,2016-09-30,2026-07-18,en,true,false,primary,B,false,,Official annual review containing FY15 and FY16 comparative tables.
src_kpmg_ar2017,2017 KPMG International Annual Review,KPMG International,firm,annual_review,https://assets.kpmg.com/content/dam/kpmg/xx/pdf/2017/12/international-annual-review-2017.pdf,,,,2016-10-01,2017-09-30,2026-07-18,en,true,false,primary,B,false,,Official annual review containing FY16 and FY17 comparative tables.
src_kpmg_ar2019,2019 KPMG Global Review,KPMG International,firm,annual_review,https://assets.kpmg.com/content/dam/kpmg/pe/pdf/global-annual-review-2019.pdf,,,,2018-10-01,2019-09-30,2026-07-18,en,true,false,primary,B,false,,Official annual review hosted by KPMG Peru; page 49 contains the financial tables. The former KPMG Norway asset URL returned 404 at the research cutoff.
src_kpmg_fy18,KPMG global revenues grow to record US $29 billion,KPMG International,firm,revenue_release,https://assets.kpmg.com/content/dam/kpmg/sg/pdf/2018/12/kpmg-global-revenues-grow-to-record.pdf,,2018-12-13,,2017-10-01,2018-09-30,2026-07-18,en,true,false,primary,B,false,,"Official revenue release with function, region, growth, and workforce values."
src_kpmg_fy20,KPMG announces FY20 revenue of US$29.22 billion,KPMG International,firm,revenue_release,https://kpmg.com/kw/en/media/2021/01/kpmg-announces-fy20-global-revenues.html,,,,2019-10-01,2020-09-30,2026-07-18,en,true,false,primary,B,false,,Official KPMG member-site mirror of KPMG International's global release.
src_kpmg_fy21,KPMG reports global revenues of $32.13 billion for FY21,KPMG International,firm,revenue_release,https://kpmg.com/kw/en/media/2021/12/kpmg-reports-global-revenues-of--32-13-billion-for-fy21--focus-o.html,,2021-12-09,,2020-10-01,2021-09-30,2026-07-18,en,true,false,primary,B,false,,Official KPMG member-site mirror; includes exact function and region tables and average FTE note.
src_kpmg_fy22,KPMG delivers strong global revenues reporting 14% growth in FY22,KPMG International,firm,revenue_release,https://kpmg.com/xx/en/media/press-releases/2022/12/kpmg-reports-global-revenues-of-usd-35-billion-for-fy22.html,,2022-12-13,,2021-10-01,2022-09-30,2026-07-18,en,true,false,primary,B,false,,Official global release; 14% headline is continuing operations while the tabulated 13% is unadjusted.
src_kpmg_fy23,KPMG global FY2023 revenues grow to US$36 billion,KPMG International,firm,revenue_release,https://kpmg.com/xx/en/media/press-releases/2023/12/global-fy2023-revenues-grow-to-36-billion.html,,2023-12-13,,2022-10-01,2023-09-30,2026-07-18,en,true,false,primary,B,false,,"Official global release with function, region, headcount, and growth tables."
src_kpmg_fy24,Robust growth for KPMG as global revenues rise 5.1% to US$38.4 billion,KPMG International,firm,revenue_release,https://kpmg.com/xx/en/media/press-releases/2024/12/robust-growth-for-kpmg-as-global-revenues-rise-5-percent-to-us-dollar-38-point-4-billion.html,,2024-12-17,,2023-10-01,2024-09-30,2026-07-18,en,true,false,primary,B,false,,Original FY24 release; some FY24 values were restated on a continuing-operations basis in the FY25 release.
src_kpmg_fy25,KPMG delivers 5.1% rise in global revenue,KPMG International,firm,revenue_release,https://kpmg.com/xx/en/media/press-releases/2025/12/kpmg-delivers-rise-in-global-revenue.html,,2025-12-16,,2024-10-01,2025-09-30,2026-07-18,en,true,false,primary,B,false,,"Official global release. Embedded official Infogram tables contain FY25 and restated FY24 function, region, and headcount data."
src_kpmg_governance,Governance,KPMG International,firm,governance_webpage,https://kpmg.com/xx/en/misc/governance.html,,,2020-02-24,,,2026-07-18,en,true,false,primary,B,false,,"Current official structure page; states legal form, company number, registered office, and coordinating role."
src_pwc_companies_house,PRICEWATERHOUSECOOPERS INTERNATIONAL LIMITED overview,UK Companies House,government_registry,company_registry_record,https://find-and-update.company-information.service.gov.uk/company/03590073,,,,,,2026-07-18,en,true,false,primary,A,false,,"Current registry record for company number 03590073, including legal form, registered office, incorporation date and 30 June accounts date."
src_pwc_fin2025,Financial performance - 2025 Global Annual Review,PwC,firm,annual_review_webpage,https://www.pwc.com/gx/en/about/global-annual-review/financial-performance.html,,2025-10-28,,2024-07-01,2025-06-30,2026-07-18,en,true,false,primary,B,false,,Official global annual-review financial-performance page; exact tables and adjusted line-of-service comparison.
src_pwc_gar2010,Global Annual Review 2010,PwC,firm,global_annual_review,https://www.pwc.com/ec/es/publicaciones/assets/pdf/global-annual-review-2010.pdf,,,,2009-07-01,2010-06-30,2026-07-18,en,true,false,primary,B,false,,Official PwC publication hosted on PwC Ecuador; exact revenue and workforce tables. Revenue figures are unaudited network aggregates.
src_pwc_gar2011,PwC Global Annual Review 2011,PwC,firm,global_annual_review,https://www.pwc.com/pe/es/global-annual-review/assets/global-annual-review-2011.pdf,,2011-10-03,,2010-07-01,2011-06-30,2026-07-18,en,true,false,primary,B,false,,Official PwC publication hosted on PwC Peru; exact revenue and workforce tables.
src_pwc_gar2012,PwC Global Annual Review 2012,PwC,firm,global_annual_review,https://www.pwc.com/gx/en/annual-review/2012/assets/pwc-global-annual-review-2012.pdf,,,,2011-07-01,2012-06-30,2026-07-18,en,true,false,primary,B,false,,Official global annual review; exact revenue tables. FY12 headcount is also carried in the FY14 comparative people table.
src_pwc_gar2013,PwC Global Annual Review 2013,PwC,firm,global_annual_review,https://www.pwc.com/gx/en/annual-review/2013/assets/pwc-global-annual-review-2013.pdf,,2013-10-01,,2012-07-01,2013-06-30,2026-07-18,en,true,false,primary,B,false,,Official global annual review; exact revenue tables. FY13 headcount is also carried in later comparative people tables.
src_pwc_gar2014,"PwC Global Annual Review 2014: Anticipating problems, finding solutions",PwC,firm,global_annual_review,https://www.pwc.com/gx/en/global-annual-review/assets/pwc-global-annual-review-2014.pdf,,,,2013-07-01,2014-06-30,2026-07-18,en,true,false,primary,B,false,,Official global annual review; exact FY14/FY13 revenue and FY14/FY13/FY12 people tables.
src_pwc_gar2015,PwC Global Annual Review 2015,PwC,firm,global_annual_review,https://www.pwc.com/gx/en/about-pwc/global-annual-review-2015/campaign-site/pwc-global-annual-review-2015.pdf,,2015-10-06,,2014-07-01,2015-06-30,2026-07-18,en,true,false,primary,B,false,,"Official global annual review; exact revenue, people and footprint tables."
src_pwc_gar2016,Global Annual Review 2016: Making a difference,PwC,firm,global_annual_review,https://www.pwc.com/gr/en/about-us/assets/pwc-global-annual-review-2016-making-a-difference.pdf,,,,2015-07-01,2016-06-30,2026-07-18,en,true,false,primary,B,false,,"Official PwC publication hosted on PwC Greece; exact revenue, people and footprint tables."
src_pwc_gar2018,PwC revenues rise to record US$41.3 billion,PwC,firm,annual_review_webpage,https://www.pwc.com/kz/ru/publications/publications-new/global-annual-review-2018.html,,2018-10-02,,2017-07-01,2018-06-30,2026-07-18,en,true,false,primary,B,false,,"Official PwC Kazakhstan annual-review page; reports exact FY18 headcount of 250,930."
src_pwc_gar2020,PwC Global Annual Review 2020,PwC,firm,global_annual_review,https://www.pwc.com/gx/en/about-pwc/global-annual-review-2020/downloads/pwc-global-annual-review-2020-v2.pdf,,,,2019-07-01,2020-06-30,2026-07-18,en,true,false,primary,B,false,,Official global annual review; exact original FY20 revenue tables and exact 30 June headcount. FY20 service-line figures were restated in FY21.
src_pwc_gar2021,PwC Global Annual Review 2021,PwC,firm,global_annual_review,https://www.pwc.com/hu/hu/kiadvanyok/assets/pdf/pwc-global-annual-review-2021.pdf,,2021-10-05,,2020-07-01,2021-06-30,2026-07-18,en,true,false,primary,B,false,,Official global annual review hosted by PwC Hungary; exact FY21 and restated FY20 tables plus exact FY21 headcount. The former PwC global download URL returned 404 at the research cutoff.
src_pwc_gar2022,PwC Global Annual Review 2022,PwC,firm,global_annual_review,https://www.pwc.com/gx/en/global-annual-review/2022/PwC_Global_Annual_Review_2022.pdf?1499097827=,,2022-10-04,,2021-07-01,2022-06-30,2026-07-18,en,true,false,primary,B,false,,Official global annual review; exact FY22 total headcount.
src_pwc_gar2023,PwC Global Annual Review 2023,PwC,firm,global_annual_review,https://www.pwc.com/gx/en/global-annual-review/2023/pwc-global-annual-review-2023.pdf,,2023-10-24,,2022-07-01,2023-06-30,2026-07-18,en,true,false,primary,B,false,,Official global annual review; exact FY23 headcount and footprint counts.
src_pwc_gar2024,PwC Global Annual Review 2024,PwC,firm,global_annual_review,https://www.pwc.com/gx/en/global-annual-review/2024/pwc-global-annual-review-2024.pdf,,2024-10-29,,2023-07-01,2024-06-30,2026-07-18,en,true,false,primary,B,false,,Official global annual review; exact FY24 headcount and footprint counts.
src_pwc_gar2025,PwC Global Annual Review 2025: A year of reinvention,PwC,firm,global_annual_review,https://www.pwc.com/gx/en/global-annual-review/2025/pwc-global-annual-review-2025.pdf,,2025-10-28,,2024-07-01,2025-06-30,2026-07-18,en,true,false,primary,B,false,,Official global annual review; exact FY25 headcount and current country/city footprint.
src_pwc_rev2017,PwC revenues grow by 7% to record US$37.7 billion,PwC,firm,revenue_press_release,https://www.pwc.com/vn/en/media/2017/pwc-global-annual-review%20FY17-en.pdf,,2017-10-05,,2016-07-01,2017-06-30,2026-07-18,en,true,false,primary,B,false,,Official PwC revenue release hosted on PwC Vietnam; exact tables and exact headcount.
src_pwc_rev2018,PwC revenues rise to record US$41.3 billion,PwC,firm,revenue_press_release,https://www.pwc.com/vn/en/media/press-release/pwc_global_annual_review_fy18_en.pdf,,2018-10-02,,2017-07-01,2018-06-30,2026-07-18,en,true,false,primary,B,false,,Official PwC revenue release hosted on PwC Vietnam. FY18 was later restated in the FY19 report after excluding businesses sold in FY18.
src_pwc_rev2019,PwC global revenues up 7% to US$42.4 billion,PwC,firm,revenue_press_release,https://www.pwc.com/gx/en/news-room/press-releases/2019/gar-2019.html,,2019-10-01,,2018-07-01,2019-06-30,2026-07-18,en,true,false,primary,B,false,,Official global release. FY18 comparatives were restated for continuing operations after excluding businesses sold in FY18.
src_pwc_rev2022,PwC announces record global revenues of US$50 billion,PwC,firm,revenue_press_release,https://www.pwc.com/gx/en/news-room/press-releases/2022/pwc-global-annual-review-2022.html,,2022-10-04,,2021-07-01,2022-06-30,2026-07-18,en,true,false,primary,B,false,,"Official global revenue release with exact regional, line-of-service and total revenue tables."
src_pwc_rev2023,PwC global revenues rise to record US$53.1 billion,PwC,firm,revenue_press_release,https://www.pwc.com/gx/en/news-room/press-releases/2023/pwc-global-revenues-rise-to-record-us-53-1-billion.html,,2023-10-24,,2022-07-01,2023-06-30,2026-07-18,en,true,false,primary,B,false,,Official global revenue release with exact tables and disposal/restatement notes.
src_pwc_rev2024,PwC global revenues rise to US$55.4 billion,PwC,firm,revenue_press_release,https://www.pwc.com/gx/en/news-room/press-releases/2024/pwc-global-revenues-rise-to-us-55-4-billion.html,,2024-10-29,,2023-07-01,2024-06-30,2026-07-18,en,true,false,primary,B,false,,"Official global revenue release with exact regional, line-of-service and total revenue tables."
src_pwc_structure,How we are structured,PwC,firm,governance_webpage,https://www.pwc.com/gx/en/about/corporate-governance/network-structure.html,,,,,,2026-07-18,en,true,false,primary,B,false,,"Current official network-structure page; distinguishes the PwC network, PwCIL and separate member firms."
