observation_id,metric_id,firm_network,entity_id,entity_name,entity_scope,jurisdiction,geography_original,geography_canonical,service_line_original,service_line_canonical,industry_original,industry_canonical,client_id,period_start,period_end,fiscal_year_label,calendar_year,as_of_date,value_original_text,value_numeric,value_low,value_high,unit_original,unit_canonical,scale_original,currency_original,value_in_original_currency,value_usd_nominal,value_usd_constant_price,fx_rate_used,fx_rate_type,inflation_index_used,observation_status,reported_calculated_proxy_or_estimate,definition_from_source,formula_or_transformation,numerator_observation_ids,denominator_observation_ids,sample_size,population_size,source_id,source_locator,source_excerpt,extraction_method,comparability_score,confidence_score,quality_flag,revision_flag,supersedes_observation_id,researcher_notes
obs_pwc_0011,global_revenue_growth_local_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2011-07-01,2012-06-30,FY12,2012,,8.0%,8.0,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_gar2012,"PDF p. 42, Figure 1",local-currency growth: 8.0%.,manual_pdf_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0012,global_revenue_growth_constant_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2011-07-01,2012-06-30,FY12,2012,,8.0%,8.0,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_gar2012,"PDF p. 42, Figure 1",constant-exchange-rate change: 8.0%.,manual_pdf_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0013,global_revenue_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2012-07-01,2013-06-30,FY13,2013,,"32,088",32088,,,US$ millions,currency_amount,millions,USD,32088000000,32088000000,,,,,reported,reported,"Gross revenues are aggregated revenues of PwC firms, expressed in US dollars at average fiscal-year exchange rates, and include expenses billed to clients.",value_numeric × 1000000,,,,,src_pwc_gar2013,"PDF p. 9, Figure 1","Gross revenues: 32,088 (US$ millions).",manual_pdf_table_transcription,4,4,official_reported,false,,
obs_pwc_0014,global_revenue_growth_reported,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2012-07-01,2013-06-30,FY13,2013,,1.8%,1.8,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year growth in reported US dollars at each year's average exchange rates.,,,,,,src_pwc_gar2013,"PDF p. 9, Figure 1",US-dollar/variable-rate change: 1.8%.,manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0015,global_revenue_growth_local_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2012-07-01,2013-06-30,FY13,2013,,4.0%,4.0,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_gar2013,"PDF p. 9, Figure 1",local-currency growth: 4.0%.,manual_pdf_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0016,global_revenue_growth_constant_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2012-07-01,2013-06-30,FY13,2013,,4.0%,4.0,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_gar2013,"PDF p. 9, Figure 1",constant-exchange-rate change: 4.0%.,manual_pdf_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0017,global_revenue_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2013-07-01,2014-06-30,FY14,2014,,"33,952",33952,,,US$ millions,currency_amount,millions,USD,33952000000,33952000000,,,,,reported,reported,"Gross revenues are aggregated revenues of PwC firms, expressed in US dollars at average fiscal-year exchange rates, and include expenses billed to clients.",value_numeric × 1000000,,,,,src_pwc_gar2014,"PDF p. 15, Figure 1","Gross revenues: 33,952 (US$ millions).",manual_pdf_table_transcription,4,4,official_reported,false,,
obs_pwc_0018,global_revenue_growth_reported,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2013-07-01,2014-06-30,FY14,2014,,5.8%,5.8,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year growth in reported US dollars at each year's average exchange rates.,,,,,,src_pwc_gar2014,"PDF p. 15, Figure 1",US-dollar/variable-rate change: 5.8%.,manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0019,global_revenue_growth_local_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2013-07-01,2014-06-30,FY14,2014,,6.1%,6.1,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_gar2014,"PDF p. 15, Figure 1",local-currency growth: 6.1%.,manual_pdf_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0020,global_revenue_growth_constant_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2013-07-01,2014-06-30,FY14,2014,,6.1%,6.1,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_gar2014,"PDF p. 15, Figure 1",constant-exchange-rate change: 6.1%.,manual_pdf_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0021,global_revenue_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2014-07-01,2015-06-30,FY15,2015,,"35,356",35356,,,US$ millions,currency_amount,millions,USD,35356000000,35356000000,,,,,reported,reported,"Gross revenues are aggregated revenues of PwC firms, expressed in US dollars at average fiscal-year exchange rates, and include expenses billed to clients.",value_numeric × 1000000,,,,,src_pwc_gar2015,"PDF p. 16, Figure 1","Gross revenues: 35,356 (US$ millions).",manual_pdf_table_transcription,4,4,official_reported,false,,
obs_pwc_0022,global_revenue_growth_reported,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2014-07-01,2015-06-30,FY15,2015,,4.1%,4.1,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year growth in reported US dollars at each year's average exchange rates.,,,,,,src_pwc_gar2015,"PDF p. 16, Figure 1",US-dollar/variable-rate change: 4.1%.,manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0023,global_revenue_growth_local_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2014-07-01,2015-06-30,FY15,2015,,9.9%,9.9,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_gar2015,"PDF p. 16, Figure 1",local-currency growth: 9.9%.,manual_pdf_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0024,global_revenue_growth_constant_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2014-07-01,2015-06-30,FY15,2015,,9.9%,9.9,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_gar2015,"PDF p. 16, Figure 1",constant-exchange-rate change: 9.9%.,manual_pdf_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0025,global_revenue_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2015-07-01,2016-06-30,FY16,2016,,"35,896",35896,,,US$ millions,currency_amount,millions,USD,35896000000,35896000000,,,,,reported,reported,"Gross revenues are aggregated revenues of PwC firms, expressed in US dollars at average fiscal-year exchange rates, and include expenses billed to clients.",value_numeric × 1000000,,,,,src_pwc_gar2016,"PDF p. 58, Figure 9","Gross revenues: 35,896 (US$ millions).",manual_pdf_table_transcription,4,4,official_reported,false,,
obs_pwc_0026,global_revenue_growth_reported,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2015-07-01,2016-06-30,FY16,2016,,1.5%,1.5,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year growth in reported US dollars at each year's average exchange rates.,,,,,,src_pwc_gar2016,"PDF p. 58, Figure 9",US-dollar/variable-rate change: 1.5%.,manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0027,global_revenue_growth_local_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2015-07-01,2016-06-30,FY16,2016,,7.3%,7.3,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_gar2016,"PDF p. 58, Figure 9",local-currency growth: 7.3%.,manual_pdf_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0028,global_revenue_growth_constant_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2015-07-01,2016-06-30,FY16,2016,,7.3%,7.3,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_gar2016,"PDF p. 58, Figure 9",constant-exchange-rate change: 7.3%.,manual_pdf_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0029,global_revenue_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2016-07-01,2017-06-30,FY17,2017,,"37,680",37680,,,US$ millions,currency_amount,millions,USD,37680000000,37680000000,,,,,reported,reported,"Gross revenues are aggregated revenues of PwC firms, expressed in US dollars at average fiscal-year exchange rates, and include expenses billed to clients.",value_numeric × 1000000,,,,,src_pwc_rev2017,"PDF p. 5, geographic-region table","Gross revenues: 37,680 (US$ millions).",manual_pdf_table_transcription,4,4,official_reported,false,,
obs_pwc_0030,global_revenue_growth_reported,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2016-07-01,2017-06-30,FY17,2017,,5.0%,5.0,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year growth in reported US dollars at each year's average exchange rates.,,,,,,src_pwc_rev2017,"PDF p. 5, geographic-region table",US-dollar/variable-rate change: 5.0%.,manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0031,global_revenue_growth_local_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2016-07-01,2017-06-30,FY17,2017,,6.5%,6.5,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_rev2017,"PDF p. 5, geographic-region table",local-currency growth: 6.5%.,manual_pdf_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0032,global_revenue_growth_constant_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2016-07-01,2017-06-30,FY17,2017,,6.5%,6.5,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_rev2017,"PDF p. 5, geographic-region table",constant-exchange-rate change: 6.5%.,manual_pdf_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0033,global_revenue_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2017-07-01,2018-06-30,FY18,2018,,"41,280",41280,,,US$ millions,currency_amount,millions,USD,41280000000,41280000000,,,,,reported,reported,"Gross revenues are aggregated revenues of PwC firms, expressed in US dollars at average fiscal-year exchange rates, and include expenses billed to clients.",value_numeric × 1000000,,,,,src_pwc_rev2018,"PDF p. 5, geographic-region table","Gross revenues: 41,280 (US$ millions).",manual_pdf_table_transcription,4,4,official_reported,false,,
obs_pwc_0034,global_revenue_growth_reported,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2017-07-01,2018-06-30,FY18,2018,,9.6%,9.6,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year growth in reported US dollars at each year's average exchange rates.,,,,,,src_pwc_rev2018,"PDF p. 5, geographic-region table",US-dollar/variable-rate change: 9.6%.,manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0035,global_revenue_growth_local_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2017-07-01,2018-06-30,FY18,2018,,6.9%,6.9,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_rev2018,"PDF p. 5, geographic-region table",local-currency growth: 6.9%.,manual_pdf_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0036,global_revenue_growth_constant_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2017-07-01,2018-06-30,FY18,2018,,6.9%,6.9,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_rev2018,"PDF p. 5, geographic-region table",constant-exchange-rate change: 6.9%.,manual_pdf_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0037,global_revenue_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2018-07-01,2019-06-30,FY19,2019,,"42,448",42448,,,US$ millions,currency_amount,millions,USD,42448000000,42448000000,,,,,reported,reported,"Gross revenues are aggregated revenues of PwC firms, expressed in US dollars at average fiscal-year exchange rates, and include expenses billed to clients.",value_numeric × 1000000,,,,,src_pwc_rev2019,Aggregated revenues tables and continuing-operations footnote,"Gross revenues: 42,448 (US$ millions).",manual_html_table_transcription,4,4,official_reported,false,,FY19 growth uses the restated FY18 continuing-operations comparator.
obs_pwc_0038,global_revenue_growth_reported,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2018-07-01,2019-06-30,FY19,2019,,4.3%,4.3,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year growth in reported US dollars at each year's average exchange rates.,,,,,,src_pwc_rev2019,Aggregated revenues tables and continuing-operations footnote,US-dollar/variable-rate change: 4.3%.,manual_html_table_transcription,3,4,official_reported,false,,
obs_pwc_0039,global_revenue_growth_local_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2018-07-01,2019-06-30,FY19,2019,,7.0%,7.0,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_rev2019,Aggregated revenues tables and continuing-operations footnote,local-currency growth: 7.0%.,manual_html_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0040,global_revenue_growth_constant_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2018-07-01,2019-06-30,FY19,2019,,7.0%,7.0,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_rev2019,Aggregated revenues tables and continuing-operations footnote,constant-exchange-rate change: 7.0%.,manual_html_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0041,global_revenue_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2019-07-01,2020-06-30,FY20,2020,,"43,032",43032,,,US$ millions,currency_amount,millions,USD,43032000000,43032000000,,,,,reported,reported,"Gross revenues are aggregated revenues of PwC firms, expressed in US dollars at average fiscal-year exchange rates, and include expenses billed to clients.",value_numeric × 1000000,,,,,src_pwc_gar2020,"PDF p. 43, revenue tables","Gross revenues: 43,032 (US$ millions).",manual_pdf_table_transcription,4,4,official_reported,false,,
obs_pwc_0042,global_revenue_growth_reported,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2019-07-01,2020-06-30,FY20,2020,,1.4%,1.4,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year growth in reported US dollars at each year's average exchange rates.,,,,,,src_pwc_gar2020,"PDF p. 43, revenue tables",US-dollar/variable-rate change: 1.4%.,manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0043,global_revenue_growth_local_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2019-07-01,2020-06-30,FY20,2020,,3.0%,3.0,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_gar2020,"PDF p. 43, revenue tables",local-currency growth: 3.0%.,manual_pdf_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0044,global_revenue_growth_constant_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2019-07-01,2020-06-30,FY20,2020,,3.0%,3.0,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_gar2020,"PDF p. 43, revenue tables",constant-exchange-rate change: 3.0%.,manual_pdf_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0045,global_revenue_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2020-07-01,2021-06-30,FY21,2021,,"45,142",45142,,,US$ millions,currency_amount,millions,USD,45142000000,45142000000,,,,,reported,reported,"Gross revenues are aggregated revenues of PwC firms, expressed in US dollars at average fiscal-year exchange rates, and include expenses billed to clients.",value_numeric × 1000000,,,,,src_pwc_gar2021,"PDF p. 10, revenue tables","Gross revenues: 45,142 (US$ millions).",manual_pdf_table_transcription,4,4,official_reported,false,,
obs_pwc_0046,global_revenue_growth_reported,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2020-07-01,2021-06-30,FY21,2021,,4.9%,4.9,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year growth in reported US dollars at each year's average exchange rates.,,,,,,src_pwc_gar2021,"PDF p. 10, revenue tables",US-dollar/variable-rate change: 4.9%.,manual_pdf_table_transcription,3,4,official_reported,false,,
obs_pwc_0047,global_revenue_growth_local_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2020-07-01,2021-06-30,FY21,2021,,2.0%,2.0,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_gar2021,"PDF p. 10, revenue tables",local-currency growth: 2.0%.,manual_pdf_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0048,global_revenue_growth_constant_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2020-07-01,2021-06-30,FY21,2021,,2.0%,2.0,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_gar2021,"PDF p. 10, revenue tables",constant-exchange-rate change: 2.0%.,manual_pdf_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0049,global_revenue_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2021-07-01,2022-06-30,FY22,2022,,"50,294",50294,,,US$ millions,currency_amount,millions,USD,50294000000,50294000000,,,,,reported,reported,"Gross revenues are aggregated revenues of PwC firms, expressed in US dollars at average fiscal-year exchange rates, and include expenses billed to clients. Interterritory revenues are excluded.",value_numeric × 1000000,,,,,src_pwc_rev2022,Aggregated revenues by geographic region table,"Gross revenues: 50,294 (US$ millions).",manual_html_table_transcription,4,4,official_reported,false,,
obs_pwc_0050,global_revenue_growth_reported,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2021-07-01,2022-06-30,FY22,2022,,11.4%,11.4,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year growth in reported US dollars at each year's average exchange rates.,,,,,,src_pwc_rev2022,Aggregated revenues by geographic region table,US-dollar/variable-rate change: 11.4%.,manual_html_table_transcription,3,4,official_reported,false,,
obs_pwc_0051,global_revenue_growth_local_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2021-07-01,2022-06-30,FY22,2022,,13.4%,13.4,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_rev2022,Aggregated revenues by geographic region table,local-currency growth: 13.4%.,manual_html_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0052,global_revenue_growth_constant_currency,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2021-07-01,2022-06-30,FY22,2022,,13.4%,13.4,,,percent,percent,units,,,,,,,,reported,reported,Year-over-year local-currency growth without the impact of US-dollar exchange-rate movements.,,,,,,src_pwc_rev2022,Aggregated revenues by geographic region table,constant-exchange-rate change: 13.4%.,manual_html_table_transcription,3,4,official_reported,false,,PwC states that constant-exchange-rate growth reflects local-currency growth; both metric aliases retain the same reported value.
obs_pwc_0053,global_revenue_total,PwC,ent_pwc_network,PwC global network,global_network,Global,,,,,,,,2022-07-01,2023-06-30,FY23,2023,,"53,094",53094,,,US$ millions,currency_amount,millions,USD,53094000000,53094000000,,,,,reported,reported,"Gross revenues are aggregated revenues of PwC firms, expressed in US dollars at average fiscal-year exchange rates, and include expenses billed to clients. Interterritory revenues are excluded.",value_numeric × 1000000,,,,,src_pwc_rev2023,Aggregated revenues by geographic region table,"Gross revenues: 53,094 (US$ millions).",manual_html_table_transcription,4,4,official_reported,false,,
